source,target,relation,weight
asal istilah 'homo economicus',economicus,has_concept,1
asal istilah 'homo economicus',oikonomikos,has_concept,1
economicus,q_883117a08c,has_question,1
economicus,definisi homo economicus,successor,1
economicus,bahasa yunani,peer,1
economicus,oikonomikos,peer,1
oikonomikos,q_883117a08c,has_question,1
oikonomikos,definisi homo economicus,successor,1
oikonomikos,bahasa yunani,peer,1
oikonomikos,economicus,peer,1
q_883117a08c,mengingat,requires_method,1
pengenalan konsep dasar ilmu ekonomi,bahasa yunani,prerequisite,1
pengenalan konsep dasar ilmu ekonomi,economicus,prerequisite,1
pengenalan konsep dasar ilmu ekonomi,oikonomikos,prerequisite,1
ilmu pembangunan,definisi pembangunan dan perubahan,has_subtopic,1
ilmu pembangunan,fokus pembangunan masa orde lama,has_subtopic,1
ilmu pembangunan,paradigma pembangunan,has_subtopic,1
ilmu pembangunan,periode orde lama,has_subtopic,1
ilmu pembangunan,strategi pengentasan kemiskinan,has_subtopic,1
definisi pembangunan dan perubahan,pembangunan,has_concept,1
definisi pembangunan dan perubahan,perubahan konstruktif,has_concept,1
definisi pembangunan dan perubahan,perubahan destruktif,has_concept,1
pembangunan,q_4a6eecc6dc,has_question,1
pembangunan,aspek pembangunan,successor,1
pembangunan,indikator pembangunan,successor,1
pembangunan,perubahan konstruktif,peer,1
pembangunan,perubahan destruktif,peer,1
pembangunan,q_45ab5c9302,has_question,1
pembangunan,paradigma bottom-up,successor,1
pembangunan,perencanaan pembangunan,successor,1
pembangunan,paradigma top-down,peer,1
pembangunan,kebutuhan masyarakat lokal,peer,1
pembangunan,ketidaksesuaian,peer,1
pembangunan,q_218087f886,has_question,1
pembangunan,jenis-jenis paradigma pembangunan,successor,1
pembangunan,program imunisasi nasional,peer,1
pembangunan,penerapan kebijakan,peer,1
pembangunan,q_f2ddae5801,has_question,1
pembangunan,strategi implementasi pembangunan,successor,1
pembangunan,evaluasi kebijakan publik,successor,1
pembangunan,forum komunikasi pembangunan,peer,1
pembangunan,efektivitas,peer,1
pembangunan,tantangan pelaksanaan,peer,1
perubahan konstruktif,q_4a6eecc6dc,has_question,1
perubahan konstruktif,aspek pembangunan,successor,1
perubahan konstruktif,indikator pembangunan,successor,1
perubahan konstruktif,pembangunan,peer,1
perubahan konstruktif,perubahan destruktif,peer,1
perubahan destruktif,q_4a6eecc6dc,has_question,1
perubahan destruktif,aspek pembangunan,successor,1
perubahan destruktif,indikator pembangunan,successor,1
perubahan destruktif,pembangunan,peer,1
perubahan destruktif,perubahan konstruktif,peer,1
q_4a6eecc6dc,mengingat,requires_method,1
q_d98d6f1884,mengingat,requires_method,1
ilmu lingkungan,definisi pemanasan global,has_subtopic,1
ilmu lingkungan,definisi perubahan iklim,has_subtopic,1
ilmu lingkungan,dampak perubahan iklim pada pertanian,has_subtopic,1
ilmu lingkungan,peran dan perlindungan atmosfer,has_subtopic,1
ilmu lingkungan,konservasi air bersih,has_subtopic,1
ilmu lingkungan,pemanasan global dan mitigasi,has_subtopic,1
ilmu lingkungan,perbedaan cuaca dan perubahan iklim,has_subtopic,1
definisi pemanasan global,pemanasan global,has_concept,2
definisi pemanasan global,peningkatan suhu permukaan bumi,has_concept,1
definisi pemanasan global,gas rumah kaca,has_concept,2
definisi pemanasan global,karbon dioksida (co2),prerequisite,1
definisi pemanasan global,uap air,prerequisite,1
pemanasan global,q_b04598c24a,has_question,1
pemanasan global,penyebab pemanasan global,successor,1
pemanasan global,efek rumah kaca,successor,8
pemanasan global,peningkatan suhu permukaan bumi,peer,1
pemanasan global,gas rumah kaca,peer,5
pemanasan global,q_2f084eb799,has_question,1
pemanasan global,gas rumah kaca lainnya,successor,1
pemanasan global,dampak pemanasan global,successor,2
pemanasan global,emisi karbon dioksida (co2),peer,1
pemanasan global,aktivitas manusia,peer,1
pemanasan global,q_7a923d84c5,has_question,1
pemanasan global,aktivitas manusia (deforestasi),prerequisite,2
pemanasan global,mitigasi perubahan iklim,successor,2
pemanasan global,q_6ec2f3e555,has_question,1
pemanasan global,dampak perubahan iklim,successor,1
pemanasan global,solusi mitigasi pemanasan global,successor,1
pemanasan global,peran atmosfer dalam menjaga suhu bumi,peer,1
pemanasan global,sifat atmosfer (komposisi dan fungsi),peer,1
pemanasan global,q_c09ccea67f,has_question,1
pemanasan global,upaya mitigasi perubahan iklim,successor,1
pemanasan global,karbon dioksida (co2),peer,1
pemanasan global,uap air,peer,1
pemanasan global,q_5227f3e0c9,has_question,1
pemanasan global,sumber emisi gas rumah kaca,prerequisite,2
pemanasan global,pengendalian emisi gas rumah kaca,successor,1
pemanasan global,q_4924b15845,has_question,1
pemanasan global,kerusakan bumi,prerequisite,2
pemanasan global,aktivitas program sekolah,prerequisite,2
pemanasan global,pemecahan masalah,prerequisite,2
pemanasan global,solusi lingkungan,successor,1
pemanasan global,konservasi alam,successor,1
pemanasan global,q_d2872d62a3,has_question,1
pemanasan global,analisis dampak perubahan iklim,successor,1
pemanasan global,perumusan kebijakan lingkungan,successor,1
pemanasan global,atmosfer,peer,1
pemanasan global,kampanye slogan,peer,1
pemanasan global,q_ee47993405,has_question,1
pemanasan global,kebijakan lingkungan,successor,1
pemanasan global,energi terbarukan,successor,1
pemanasan global,pengurangan jejak karbon,peer,1
pemanasan global,q_c812d9955d,has_question,1
pemanasan global,pengurangan emisi,prerequisite,2
pemanasan global,program sekolah hijau,prerequisite,2
pemanasan global,analisis kebijakan lingkungan,successor,1
pemanasan global,solusi energi terbarukan,successor,1
peningkatan suhu permukaan bumi,q_b04598c24a,has_question,1
peningkatan suhu permukaan bumi,penyebab pemanasan global,successor,1
peningkatan suhu permukaan bumi,efek rumah kaca,successor,1
peningkatan suhu permukaan bumi,pemanasan global,peer,1
peningkatan suhu permukaan bumi,gas rumah kaca,peer,1
gas rumah kaca,q_b04598c24a,has_question,1
gas rumah kaca,penyebab pemanasan global,successor,1
gas rumah kaca,efek rumah kaca,successor,3
gas rumah kaca,pemanasan global,peer,4
gas rumah kaca,peningkatan suhu permukaan bumi,peer,1
gas rumah kaca,q_191e7e6b1a,has_question,1
gas rumah kaca,dampak pemanasan global,successor,1
gas rumah kaca,pengendalian emisi gas rumah kaca,successor,2
gas rumah kaca,pupuk sintetis,peer,1
gas rumah kaca,pupuk kompos,peer,1
gas rumah kaca,q_c09ccea67f,has_question,1
gas rumah kaca,upaya mitigasi perubahan iklim,successor,1
gas rumah kaca,karbon dioksida (co2),peer,1
gas rumah kaca,uap air,peer,1
gas rumah kaca,q_5227f3e0c9,has_question,1
gas rumah kaca,mitigasi perubahan iklim,successor,1
gas rumah kaca,sumber emisi gas rumah kaca,peer,1
gas rumah kaca,q_ee47993405,has_question,1
gas rumah kaca,kebijakan lingkungan,successor,1
gas rumah kaca,energi terbarukan,successor,1
gas rumah kaca,pengurangan jejak karbon,peer,1
q_b04598c24a,mengingat,requires_method,1
konsep dasar fenomena atmosfer,pemanasan global,prerequisite,1
konsep dasar fenomena atmosfer,peningkatan suhu permukaan bumi,prerequisite,1
konsep dasar fenomena atmosfer,gas rumah kaca,prerequisite,1
penyebab pemanasan global,pemanasan global,prerequisite,1
penyebab pemanasan global,efek rumah kaca,prerequisite,1
penyebab pemanasan global,gas rumah kaca,prerequisite,1
penyebab pemanasan global,pengurangan jejak karbon,prerequisite,1
efek rumah kaca,pemanasan global,prerequisite,7
efek rumah kaca,emisi karbon dioksida (co2),prerequisite,1
efek rumah kaca,aktivitas manusia,prerequisite,1
efek rumah kaca,q_7a923d84c5,has_question,1
efek rumah kaca,dampak pemanasan global,successor,1
efek rumah kaca,mitigasi perubahan iklim,successor,2
efek rumah kaca,aktivitas manusia (deforestasi),peer,1
efek rumah kaca,penggunaan bahan bakar fosil,prerequisite,1
efek rumah kaca,peningkatan konsentrasi co2,prerequisite,1
efek rumah kaca,pencairan es di kutub,prerequisite,1
efek rumah kaca,q_5227f3e0c9,has_question,1
efek rumah kaca,gas rumah kaca,prerequisite,3
efek rumah kaca,sumber emisi gas rumah kaca,prerequisite,2
efek rumah kaca,pengendalian emisi gas rumah kaca,successor,1
efek rumah kaca,q_ee47993405,has_question,1
efek rumah kaca,kebijakan lingkungan,successor,1
efek rumah kaca,energi terbarukan,successor,1
efek rumah kaca,pengurangan jejak karbon,peer,1
efek rumah kaca,q_c812d9955d,has_question,1
efek rumah kaca,pengurangan emisi,prerequisite,2
efek rumah kaca,program sekolah hijau,prerequisite,2
efek rumah kaca,analisis kebijakan lingkungan,successor,1
efek rumah kaca,solusi energi terbarukan,successor,1
suhu rata-rata,q_7983855a9b,has_question,1
suhu rata-rata,faktor-faktor yang mempengaruhi perubahan iklim,successor,1
suhu rata-rata,perubahan iklim,peer,1
suhu rata-rata,pola cuaca,peer,1
suhu rata-rata,iklim vs cuaca,peer,1
pola cuaca,q_7983855a9b,has_question,1
pola cuaca,faktor-faktor yang mempengaruhi perubahan iklim,successor,1
pola cuaca,perubahan iklim,peer,1
pola cuaca,suhu rata-rata,peer,1
pola cuaca,iklim vs cuaca,peer,1
pola cuaca,q_0c4ded2c38,has_question,1
pola cuaca,dampak perubahan iklim,successor,1
pola cuaca,variabel iklim,successor,1
pola cuaca,definisi perubahan iklim,peer,1
pola cuaca,definisi cuaca,peer,1
pola cuaca,perbedaan jangka waktu,peer,1
iklim vs cuaca,q_7983855a9b,has_question,1
iklim vs cuaca,faktor-faktor yang mempengaruhi perubahan iklim,successor,1
iklim vs cuaca,perubahan iklim,peer,1
iklim vs cuaca,suhu rata-rata,peer,1
iklim vs cuaca,pola cuaca,peer,1
q_7983855a9b,mengingat,requires_method,1
perbedaan antara cuaca dan iklim,perubahan iklim,prerequisite,1
perbedaan antara cuaca dan iklim,suhu rata-rata,prerequisite,1
perbedaan antara cuaca dan iklim,pola cuaca,prerequisite,1
perbedaan antara cuaca dan iklim,iklim vs cuaca,prerequisite,1
perbedaan antara cuaca dan iklim,iklim tropis,prerequisite,1
perbedaan antara cuaca dan iklim,musim hujan,prerequisite,1
perbedaan antara cuaca dan iklim,musim kemarau,prerequisite,1
sejarah dan budaya indonesia,tokoh sejarah lokal dan konflik,has_subtopic,1
sejarah dan budaya indonesia,tokoh perjuangan sejarah lokal,has_subtopic,1
sejarah dan budaya indonesia,perjanjian kerja sama dagang tokoh lokal,has_subtopic,1
sejarah dan budaya indonesia,perjuangan tokoh lokal,has_subtopic,1
sejarah dan budaya indonesia,warisan budaya hindu-buddha,has_subtopic,1
tokoh sejarah lokal dan konflik,sultan nuku,has_concept,1
tokoh sejarah lokal dan konflik,perebutan takhta tidore,has_concept,1
tokoh sejarah lokal dan konflik,negara eropa,has_concept,1
sultan nuku,q_d185979acc,has_question,1
sultan nuku,perjuangan tokoh daerah melawan bangsa asing,successor,1
sultan nuku,perebutan takhta tidore,peer,1
sultan nuku,negara eropa,peer,1
sultan nuku,q_43dbf74d1b,has_question,1
sultan nuku,analisis strategi perjuangan tokoh lain,successor,1
sultan nuku,strategi diplomasi,peer,1
sultan nuku,perjuangan melawan bangsa asing,peer,1
sultan nuku,q_aaac309015,has_question,1
sultan nuku,analisis dampak perjuangan tokoh,successor,1
sultan nuku,perbandingan tokoh sejarah nasional,successor,1
sultan nuku,ratu kalinyamat,peer,1
sultan nuku,tantangan kekuasaan,peer,1
sultan nuku,evaluasi kompleksitas,peer,1
sultan nuku,q_44d4252412,has_question,1
sultan nuku,analisis strategi perjuangan,successor,1
sultan nuku,perbandingan tokoh sejarah,successor,1
sultan nuku,kegigihan,peer,1
sultan nuku,perjuangan tokoh daerah,peer,1
sultan nuku,q_a875647203,has_question,1
sultan nuku,analisis strategi tokoh lain,successor,1
sultan nuku,dampak keberagaman budaya,successor,1
sultan nuku,kekuatan militer,peer,1
sultan nuku,aliansi multikultur (papua),peer,1
sultan nuku,diplomasi internasional (inggris),peer,1
sultan nuku,q_0dd9c981c3,has_question,1
sultan nuku,analisis peran tokoh sejarah,successor,1
sultan nuku,penciptaan narasi/slogan,successor,1
sultan nuku,persatuan maluku dan papua,peer,1
sultan nuku,semangat perjuangan,peer,1
sultan nuku,q_c03907ed87,has_question,1
sultan nuku,analisis dampak kebijakan kolonial,successor,1
sultan nuku,peran tokoh dalam diplomasi,successor,1
sultan nuku,perlawanan terhadap bangsa asing,peer,1
sultan nuku,strategi alternatif,peer,1
sultan nuku,dukungan asing,peer,1
perebutan takhta tidore,q_d185979acc,has_question,1
perebutan takhta tidore,perjuangan tokoh daerah melawan bangsa asing,successor,1
perebutan takhta tidore,sultan nuku,peer,1
perebutan takhta tidore,negara eropa,peer,1
negara eropa,q_d185979acc,has_question,1
negara eropa,perjuangan tokoh daerah melawan bangsa asing,successor,1
negara eropa,sultan nuku,peer,1
negara eropa,perebutan takhta tidore,peer,1
q_d185979acc,recall,requires_method,1
kebijakan pendidikan indonesia,program bantuan sekolah dasar menengah,has_subtopic,1
kebijakan pendidikan indonesia,tujuan program wajib belajar 9 tahun,has_subtopic,1
kebijakan pendidikan indonesia,perbedaan program bantuan pendidikan,has_subtopic,1
kebijakan pendidikan indonesia,angka partisipasi kasar sma,has_subtopic,1
kebijakan pendidikan indonesia,program beasiswa dan alokasi anggaran,has_subtopic,1
kebijakan pendidikan indonesia,bantuan dan akses pendidikan dasar,has_subtopic,1
kebijakan pendidikan indonesia,alokasi anggaran dan program dukungan,has_subtopic,1
kebijakan pendidikan indonesia,perubahan kurikulum pendidikan,has_subtopic,1
kebijakan pendidikan indonesia,dinamika pergantian kurikulum,has_subtopic,1
kebijakan pendidikan indonesia,alasan durasi wajib belajar 9 tahun,has_subtopic,1
program bantuan sekolah dasar menengah,bantuan operasional sekolah (bos),has_concept,1
program bantuan sekolah dasar menengah,pemerataan akses pendidikan,has_concept,1
program bantuan sekolah dasar menengah,wajib belajar 9 tahun,has_concept,1
bantuan operasional sekolah (bos),q_2f0f710c2b,has_question,1
bantuan operasional sekolah (bos),bidikmisi,successor,3
bantuan operasional sekolah (bos),alokasi anggaran pendidikan,successor,1
bantuan operasional sekolah (bos),pemerataan akses pendidikan,peer,2
bantuan operasional sekolah (bos),wajib belajar 9 tahun,peer,2
bantuan operasional sekolah (bos),q_c73d4ab99b,has_question,1
bantuan operasional sekolah (bos),anggaran pendidikan apbn,successor,1
bantuan operasional sekolah (bos),sistem beasiswa pendidikan,successor,1
bantuan operasional sekolah (bos),akses perguruan tinggi,peer,1
bantuan operasional sekolah (bos),q_9b551d18a9,has_question,1
bantuan operasional sekolah (bos),pemerataan akses pendidikan tinggi,successor,1
pemerataan akses pendidikan,q_2f0f710c2b,has_question,1
pemerataan akses pendidikan,bidikmisi,successor,2
pemerataan akses pendidikan,alokasi anggaran pendidikan,successor,3
pemerataan akses pendidikan,bantuan operasional sekolah (bos),peer,3
pemerataan akses pendidikan,wajib belajar 9 tahun,peer,1
pemerataan akses pendidikan,q_5dd3e5df3c,has_question,1
pemerataan akses pendidikan,akses perguruan tinggi (bidikmisi),successor,1
pemerataan akses pendidikan,program wajib belajar 9 tahun,peer,2
pemerataan akses pendidikan,q_c73d4ab99b,has_question,1
pemerataan akses pendidikan,anggaran pendidikan apbn,successor,1
pemerataan akses pendidikan,sistem beasiswa pendidikan,successor,1
pemerataan akses pendidikan,akses perguruan tinggi,peer,1
pemerataan akses pendidikan,q_b9fbd046bc,has_question,1
pemerataan akses pendidikan,analisis efektivitas program bos,successor,1
pemerataan akses pendidikan,perbandingan kebijakan pendidikan sebelumnya,successor,1
pemerataan akses pendidikan,kebijakan era reformasi,peer,1
wajib belajar 9 tahun,q_2f0f710c2b,has_question,1
wajib belajar 9 tahun,bidikmisi,successor,2
wajib belajar 9 tahun,alokasi anggaran pendidikan,successor,1
wajib belajar 9 tahun,bantuan operasional sekolah (bos),peer,2
wajib belajar 9 tahun,pemerataan akses pendidikan,peer,1
wajib belajar 9 tahun,q_9b551d18a9,has_question,1
wajib belajar 9 tahun,pemerataan akses pendidikan tinggi,successor,1
q_2f0f710c2b,mengingat,requires_method,1
bidikmisi,q_ff6d12719b,has_question,1
bidikmisi,analisis dampak kebijakan pendidikan,successor,1
bidikmisi,evaluasi efektivitas program pendidikan,successor,1
bidikmisi,angka partisipasi kasar (apk),peer,1
bidikmisi,era reformasi,peer,1
bidikmisi,program wajib belajar 9 tahun,peer,1
bidikmisi,q_c73d4ab99b,has_question,1
bidikmisi,anggaran pendidikan apbn,successor,1
bidikmisi,sistem beasiswa pendidikan,successor,1
bidikmisi,bantuan operasional sekolah (bos),peer,2
bidikmisi,akses perguruan tinggi,peer,1
bidikmisi,pemerataan akses pendidikan,peer,1
bidikmisi,q_9b551d18a9,has_question,1
bidikmisi,pemerataan akses pendidikan tinggi,successor,1
bidikmisi,wajib belajar 9 tahun,peer,1
alokasi anggaran pendidikan,q_5dd3e5df3c,has_question,1
alokasi anggaran pendidikan,bantuan operasional sekolah (bos),successor,1
alokasi anggaran pendidikan,akses perguruan tinggi (bidikmisi),successor,1
alokasi anggaran pendidikan,program wajib belajar 9 tahun,peer,2
alokasi anggaran pendidikan,pemerataan akses pendidikan,peer,2
alokasi anggaran pendidikan,q_b9fbd046bc,has_question,1
alokasi anggaran pendidikan,analisis efektivitas program bos,successor,1
alokasi anggaran pendidikan,perbandingan kebijakan pendidikan sebelumnya,successor,1
alokasi anggaran pendidikan,kebijakan era reformasi,peer,1
sumber emisi karbon dioksida,pemanasan global,has_concept,1
