id,type,label,bloom_level,difficulty,frequency
q_fb60d28f2c,question,Uraikan komponen-komponen yang termasuk dalam Transaksi Berjalan (Current Account).,C2-Memahami,2.0,
transaksi modal,concept,Transaksi Modal,,,
sosiologi dan pemberdayaan,topic_coarse,Sosiologi dan Pemberdayaan,,,
pemberdayaan masyarakat desa melalui budidaya,topic_fine,Pemberdayaan masyarakat desa melalui budidaya,,,
komunitas,concept,Komunitas,C3-Menerapkan,3.0,3.0
pemberdayaan masyarakat,concept,Pemberdayaan masyarakat,C2-Memahami,2.0,1.0
kegiatan budidaya tanaman hias,concept,Kegiatan budidaya tanaman hias,C2-Memahami,2.0,1.0
q_6bbc85c55c,question,Mengapa kegiatan budidaya tanaman hias dianggap sebagai contoh pemberdayaan masyarakat desa yang efektif?,C2-Memahami,2.0,
pemahaman konsep,method,Pemahaman Konsep,,,
definisi komunitas,concept,Definisi Komunitas,C3-Menerapkan,3.0,1.0
jenis-jenis pemberdayaan masyarakat,concept,Jenis-jenis Pemberdayaan Masyarakat,,,
dampak sosial ekonomi kegiatan pertanian,concept,Dampak sosial ekonomi kegiatan pertanian,,,
masalah sosial ekonomi,topic_coarse,Masalah Sosial Ekonomi,,,
hubungan ketimpangan ekonomi dan kemiskinan,topic_fine,Hubungan Ketimpangan Ekonomi dan Kemiskinan,,,
ketimpangan ekonomi,concept,Ketimpangan Ekonomi,C6-Mencipta,5.0,4.0
rasio gini,concept,Rasio Gini,C6-Mencipta,5.0,4.0
korelasi,concept,Korelasi,C2-Memahami,2.0,1.0
q_ca507cc0ad,question,Simpulkan hubungan antara masalah ketimpangan ekonomi dengan masalah kemiskinan berdasarkan teks.,C2-Memahami,2.0,
memahami,method,Memahami,,,
definisi ketimpangan ekonomi,concept,Definisi Ketimpangan Ekonomi,,,
pengukuran ketimpangan ekonomi,concept,Pengukuran Ketimpangan Ekonomi,,,
dampak kebijakan ekonomi,concept,Dampak kebijakan ekonomi,,,
motivasi dan tindakan tokoh,topic_fine,Motivasi dan Tindakan Tokoh,,,
sumpah menyerahkan harta,concept,Sumpah menyerahkan harta,C2-Memahami,2.0,1.0
kekuasaan,concept,Kekuasaan,C2-Memahami,2.0,1.0
q_787e985cc7,question,Uraikan penyebab Ratu Kalinyamat bersumpah untuk menyerahkan harta dan kekuasaannya.,C2-Memahami,2.0,
analisis dampak perjuangan tokoh,concept,Analisis dampak perjuangan tokoh,,,
globalisasi dan budaya,topic_coarse,Globalisasi dan Budaya,,,
peran industri digital dalam pertukaran budaya,topic_fine,Peran industri digital dalam pertukaran budaya,,,
industri digital (film dan musik),concept,Industri digital (film dan musik),C2-Memahami,2.0,1.0
pertukaran budaya global,concept,Pertukaran budaya global,C2-Memahami,2.0,1.0
q_9a80b4e7e2,question,Simpulkan bagaimana industri digital seperti film dan musik dapat menjadi pendorong pertukaran budaya secara global.,C2-Memahami,2.0,
analisis/sintesis,method,Analisis/Sintesis,,,
dampak globalisasi terhadap identitas budaya,concept,Dampak globalisasi terhadap identitas budaya,,,
hubungan penemuan eijkman dan industri kesehatan,topic_fine,Hubungan penemuan Eijkman dan industri kesehatan,,,
penemuan christiaan eijkman,concept,Penemuan Christiaan Eijkman,C2-Memahami,2.0,1.0
industri kesehatan modern,concept,Industri kesehatan modern,C2-Memahami,2.0,1.0
nilai ekonomi,concept,Nilai ekonomi,C2-Memahami,2.0,1.0
hubungan sebab-akibat,concept,Hubungan sebab-akibat,C4-Menganalisis,4.0,6.0
q_ac66e5c0dc,question,Terangkan hubungan antara penemuan Christiaan Eijkman dengan industri kesehatan modern yang bernilai miliaran dolar.,C2-Memahami,2.0,
analisis hubungan,method,Analisis hubungan,,,
pengetahuan dasar tentang ekologi,concept,Pengetahuan dasar tentang ekologi,,,
dampak konservasi keanekaragaman hayati,concept,Dampak konservasi keanekaragaman hayati,,,
bioprospeksi,concept,Bioprospeksi,C6-Mencipta,5.0,1.0
peran kaum intelektual,concept,Peran Kaum Intelektual,C2-Memahami,2.0,1.0
imperialisme dan kolonialisme barat,concept,Imperialisme dan Kolonialisme Barat,C2-Memahami,2.0,1.0
q_7546f992fd,question,Bagaimana peran kaum intelektual menjadi faktor internal pendorong lahirnya nasionalisme di Asia?,C2-Memahami,2.0,
definisi nasionalisme asia,concept,Definisi nasionalisme Asia,,,
faktor pendorong nasionalisme (faktor eksternal),concept,Faktor pendorong nasionalisme (faktor eksternal),,,
pembentukan negara-bangsa,concept,Pembentukan negara-bangsa,,,
q_4332b958b8,question,Uraikan tiga bentuk kerja sama di bidang ekonomi dan perdagangan yang terjalin antara Indonesia dan Malaysia.,C2-Memahami,2.0,
pengertian kerja sama internasional,concept,Pengertian kerja sama internasional,,,
contoh kerja sama spesifik,concept,Contoh kerja sama spesifik,,,
geografi dan sumber daya alam,topic_coarse,Geografi dan Sumber Daya Alam,C6-Mencipta,5.0,1.0
potensi kekayaan alam indonesia,topic_fine,Potensi kekayaan alam Indonesia,C3-Menerapkan,3.0,1.0
kekayaan alam indonesia,concept,Kekayaan Alam Indonesia,C2-Memahami,2.0,1.0
pengembangan industri strategis,concept,Pengembangan industri strategis,C2-Memahami,2.0,1.0
ketergantungan ekonomi,concept,Ketergantungan ekonomi,C2-Memahami,2.0,2.0
q_f663349be3,question,Jelaskan mengapa pemerintah Indonesia merasa perlu mengembangkan industri strategis meskipun telah memiliki kekayaan ala,C2-Memahami,2.0,
analisis sebab-akibat,method,Analisis sebab-akibat,C6-Mencipta,5.0,1.0
pemahaman tentang kekayaan alam indonesia,concept,Pemahaman tentang kekayaan alam Indonesia,,,
kebijakan ekonomi indonesia,concept,Kebijakan ekonomi Indonesia,,,
dampak eksploitasi sumber daya alam,concept,Dampak eksploitasi sumber daya alam,,,
pendorong kerja sama antarnegara,topic_fine,Pendorong Kerja Sama Antarnegara,,,
kerja sama antarnegara,concept,Kerja sama antarnegara,C5-Mengevaluasi,5.0,2.0
saling ketergantungan (interdependensi),concept,Saling ketergantungan (interdependensi),C2-Memahami,2.0,2.0
kebutuhan mendasar negara,concept,Kebutuhan mendasar negara,C2-Memahami,2.0,2.0
q_4eb194bdd9,question,Jelaskan dengan kata-katamu sendiri mengapa saling ketergantungan (interdependensi) menjadi pendorong utama terjadinya k,C2-Memahami,2.0,
penjelasan dengan kata-kata sendiri,method,Penjelasan dengan kata-kata sendiri,,,
geografi fisik bumi,topic_coarse,Geografi Fisik Bumi,,,
keterlaik huni permukaan bumi,topic_fine,Keterlaik Huni Permukaan Bumi,,,
persentase permukaan yang dapat dihuni,concept,Persentase permukaan yang dapat dihuni,C2-Memahami,2.0,1.0
"komposisi permukaan bumi (lautan, gurun, pegunungan)",concept,"Komposisi permukaan bumi (lautan, gurun, pegunungan)",C2-Memahami,2.0,1.0
alasan ketidaklaikan huni,concept,Alasan ketidaklaikan huni,C2-Memahami,2.0,1.0
q_bb2b27875d,question,Uraikan mengapa sebagian besar permukaan bumi tidak laik huni bagi manusia berdasarkan data yang disajikan,C2-Memahami,2.0,
analisis data,method,Analisis Data,,,
pemahaman data statistik,concept,Pemahaman data statistik,,,
dampak lingkungan geografis,concept,Dampak lingkungan geografis,,,
pembagian zona iklim,concept,Pembagian zona iklim,,,
perbandingan definisi sejarah,topic_fine,Perbandingan Definisi Sejarah,,,
definisi sejarah e.h. carr,concept,Definisi Sejarah E.H. Carr,C2-Memahami,2.0,1.0
definisi sejarah jackson j. spielvogel,concept,Definisi Sejarah Jackson J. Spielvogel,C2-Memahami,2.0,1.0
perbedaan mendasar,concept,Perbedaan Mendasar,C2-Memahami,2.0,1.0
q_b354204f96,question,Bandingkan definisi sejarah menurut E.H. Carr dengan definisi menurut Jackson J. Spielvogel. Apa perbedaan mendasar kedu,C2-Memahami,2.0,
pemahaman dasar tentang konsep sejarah,concept,Pemahaman dasar tentang konsep sejarah,,,
analisis teori sejarah,concept,Analisis teori sejarah,,,
dampak konflik terhadap solidaritas kelompok,topic_fine,Dampak Konflik terhadap Solidaritas Kelompok,,,
konflik,concept,Konflik,C5-Mengevaluasi,4.0,2.0
solidaritas kelompok,concept,Solidaritas Kelompok,C2-Memahami,2.0,1.0
interaksi antar pihak,concept,Interaksi Antar Pihak,C2-Memahami,2.0,1.0
q_c05dd3fde1,question,Jelaskan bagaimana sebuah konflik dengan pihak luar justru dapat meningkatkan solidaritas di dalam sebuah kelompok,C2-Memahami,2.0,
definisi konflik,concept,Definisi Konflik,,,
faktor penyebab konflik,concept,Faktor penyebab konflik,,,
resolusi konflik,concept,Resolusi Konflik,,,
kerja sama kelompok,concept,Kerja Sama Kelompok,,,
geopolitik,topic_coarse,Geopolitik,,,
definisi geopolitik,topic_fine,Definisi Geopolitik,,,
"geopolitik (studi masalah geografi, sejarah, ilmu sosial kaitannya dengan politik internasional)",concept,"Geopolitik (studi masalah geografi, sejarah, ilmu sosial kaitannya dengan politik internasional)",C2-Memahami,2.0,1.0
makna strategis dan politis wilayah geografis,concept,Makna strategis dan politis wilayah geografis,C2-Memahami,2.0,1.0
"aspek lokasi, luas, dan sumber daya alam",concept,"Aspek lokasi, luas, dan sumber daya alam",C2-Memahami,2.0,1.0
q_e7efcd4d24,question,Simpulkan apa yang dimaksud dengan geopolitik berdasarkan penjelasan awal dalam teks.,C2-Memahami,2.0,
geografi,concept,Geografi,,,
politik internasional,concept,Politik Internasional,,,
potensi kerja sama internasional berdasarkan aspek geografis,concept,Potensi kerja sama internasional berdasarkan aspek geografis,,,
konsep ruang,topic_coarse,Konsep Ruang,,,
perbedaan ruang abstrak dan konkret,topic_fine,Perbedaan Ruang Abstrak dan Konkret,,,
konsep ruang abstrak (negara),concept,Konsep ruang abstrak (negara),C2-Memahami,2.0,1.0
konsep ruang konkret (ruang tamu),concept,Konsep ruang konkret (ruang tamu),C2-Memahami,2.0,1.0
q_d5550baef8,question,Bagaimana konsep ruang yang abstrak (seperti negara) berbeda dengan konsep ruang yang konkret (seperti ruang tamu) berda,C2-Memahami,2.0,
prinsip gerakan nasionalisme tiongkok,topic_fine,Prinsip gerakan nasionalisme Tiongkok,,,
san min chu i,concept,San Min Chu I,C2-Memahami,2.0,1.0
prinsip gerakan nasionalisme,concept,Prinsip gerakan nasionalisme,C2-Memahami,2.0,1.0
gerakan nasionalisme tiongkok,concept,Gerakan nasionalisme Tiongkok,C2-Memahami,2.0,1.0
q_7d8f43c227,question,Uraikan secara singkat tiga prinsip rakyat (San Min Chu I) yang menjadi dasar gerakan nasionalisme di Tiongkok.,C2-Memahami,2.0,
gerakan nasionalisme di tiongkok,concept,Gerakan nasionalisme di Tiongkok,,,
pembangunan ekonomi,topic_coarse,Pembangunan Ekonomi,,,
dampak jumlah penduduk terhadap pembangunan,topic_fine,Dampak Jumlah Penduduk terhadap Pembangunan,,,
peran jumlah penduduk sebagai penghambat,concept,Peran jumlah penduduk sebagai penghambat,C2-Memahami,2.0,1.0
peran jumlah penduduk sebagai pendorong,concept,Peran jumlah penduduk sebagai pendorong,C2-Memahami,2.0,1.0
kualitas hidup dan standar hidup,concept,Kualitas hidup dan standar hidup,C2-Memahami,2.0,1.0
perbedaan pertumbuhan ekonomi dan pembangunan ekonomi,concept,Perbedaan pertumbuhan ekonomi dan pembangunan ekonomi,C2-Memahami,2.0,1.0
q_afe43afdc1,question,Mengapa jumlah penduduk yang besar bisa menjadi penghambat sekaligus pendorong pembangunan ekonomi?,C2-Memahami,2.0,
definisi pembangunan ekonomi,concept,Definisi pembangunan ekonomi,,,
faktor-faktor lain yang mempengaruhi pembangunan ekonomi,concept,Faktor-faktor lain yang mempengaruhi pembangunan ekonomi,,,
kebijakan demografi dan dampaknya,concept,Kebijakan demografi dan dampaknya,,,
definisi flora dan fauna endemik,topic_fine,Definisi Flora dan Fauna Endemik,,,
kondisi khas wilayah,concept,Kondisi khas wilayah,C2-Memahami,2.0,1.0
endemik,concept,Endemik,C2-Memahami,2.0,1.0
q_492cb775bc,question,Jelaskan dengan kata-katamu sendiri mengapa suatu jenis flora atau fauna bisa menjadi endemik di suatu wilayah.,C2-Memahami,2.0,
penjelasan/pemahaman,method,Penjelasan/Pemahaman,,,
definisi flora,concept,Definisi Flora,,,
definisi fauna,concept,Definisi Fauna,,,
konsep endemik,concept,Konsep Endemik,,,
faktor-faktor yang mempengaruhi keanekaragaman hayati,concept,Faktor-faktor yang mempengaruhi keanekaragaman hayati,,,
klasifikasi spesies,concept,Klasifikasi spesies,,,
dampak pertumbuhan penduduk,topic_fine,Dampak Pertumbuhan Penduduk,,,
pertumbuhan penduduk yang cepat,concept,Pertumbuhan penduduk yang cepat,C2-Memahami,2.0,1.0
q_72846dd092,question,Mengapa pertumbuhan penduduk yang cepat dapat menjadi hambatan bagi pembangunan berkelanjutan?,C2-Memahami,2.0,
"proses demografi (kelahiran, kematian, migrasi)",concept,"Proses Demografi (Kelahiran, Kematian, Migrasi)",C5-Mengevaluasi,5.0,1.0
sifat unik peristiwa sejarah,concept,Sifat unik peristiwa sejarah,C2-Memahami,2.0,1.0
q_7a1edb8fe6,question,Jelaskan mengapa suatu peristiwa sejarah dikatakan bersifat 'unik'.,C2-Memahami,2.0,
pengertian peristiwa sejarah,concept,Pengertian peristiwa sejarah,,,
ciri-ciri peristiwa sejarah lainnya,concept,Ciri-ciri peristiwa sejarah lainnya,,,
pembangunan sosial,topic_coarse,Pembangunan Sosial,,,
paradigma top-down dan kebutuhan lokal,topic_fine,Paradigma Top-Down dan Kebutuhan Lokal,,,
paradigma top-down,concept,Paradigma Top-Down,C2-Memahami,2.0,1.0
kebutuhan masyarakat lokal,concept,Kebutuhan Masyarakat Lokal,C2-Memahami,2.0,1.0
ketidaksesuaian,concept,Ketidaksesuaian,C2-Memahami,2.0,1.0
q_45ab5c9302,question,Mengapa paradigma top-down seringkali menimbulkan ketidaksesuaian dengan kebutuhan masyarakat lokal?,C2-Memahami,2.0,
analisis,method,Analisis,,,
paradigma bottom-up,concept,Paradigma Bottom-Up,,,
perencanaan pembangunan,concept,Perencanaan Pembangunan,,,
hidrosfer dan air,topic_coarse,Hidrosfer dan Air,,,
jenis air tanah,topic_fine,Jenis Air Tanah,,,
air tanah,concept,Air tanah,C2-Memahami,2.0,1.0
pengairan sawah,concept,Pengairan sawah,C2-Memahami,2.0,1.0
q_a52caad936,question,Seorang petani menggunakan sumur untuk mengairi sawahnya. Jenis air tanah apakah yang ia manfaatkan?,C2-Memahami,2.0,
tujuan program wajib belajar 9 tahun,topic_fine,Tujuan Program Wajib Belajar 9 Tahun,,,
program wajib belajar 9 tahun,concept,Program Wajib Belajar 9 Tahun,C6-Mencipta,5.0,3.0
q_5dd3e5df3c,question,Jelaskan tujuan utama dari program Wajib Belajar 9 tahun!,C2-Memahami,2.0,
akses perguruan tinggi (bidikmisi),concept,Akses Perguruan Tinggi (Bidikmisi),,,
perbedaan ump dan umk,topic_fine,Perbedaan UMP dan UMK,,,
ump (upah minimum provinsi),concept,UMP (Upah Minimum Provinsi),C2-Memahami,2.0,1.0
umk (upah minimum kabupaten/kota),concept,UMK (Upah Minimum Kabupaten/Kota),C2-Memahami,2.0,1.0
q_b3e44159aa,question,Jelaskan perbedaan antara UMP dan UMK!,C2-Memahami,2.0,
perbandingan tujuan organisasi,topic_fine,Perbandingan tujuan organisasi,,,
tujuan organisasi putera,concept,Tujuan organisasi PUTERA,C2-Memahami,2.0,1.0
tujuan organisasi pergerakan nasional,concept,Tujuan organisasi pergerakan nasional,C2-Memahami,2.0,1.0
kebijakan ekspansi jepang,concept,Kebijakan ekspansi Jepang,C2-Memahami,2.0,1.0
q_5c771278a4,question,Bandingkan tujuan pembentukan organisasi PUTERA oleh Jepang dengan tujuan organisasi pergerakan nasional sebelum kedatan,C2-Memahami,2.0,
pergerakan nasional sebelum jepang,concept,Pergerakan nasional sebelum Jepang,,,
dampak kebijakan jepang di asia tenggara,concept,Dampak kebijakan Jepang di Asia Tenggara,,,
fokus pendekatan lingkungan,topic_fine,Fokus Pendekatan Lingkungan,,,
pendekatan lingkungan (ekologi),concept,Pendekatan Lingkungan (Ekologi),C2-Memahami,2.0,1.0
studi geografi,concept,Studi Geografi,C2-Memahami,2.0,1.0
q_68d2fb0df3,question,Terangkan apa yang menjadi fokus utama dalam pendekatan lingkungan (ekologi) pada studi geografi!,C2-Memahami,2.0,
pengertian geografi,concept,Pengertian Geografi,,,
pendekatan geografi lainnya,concept,Pendekatan Geografi Lainnya,,,
metode sensus penduduk,topic_fine,Metode Sensus Penduduk,,,
metode sensus canvasser,concept,Metode Sensus Canvasser,C2-Memahami,2.0,1.0
metode householder,concept,Metode Householder,C2-Memahami,2.0,1.0
q_4320d87568,question,Jelaskan keunggulan dari metode sensus canvasser dibandingkan dengan metode householder!,C2-Memahami,2.0,
perbandingan dan analisis,method,Perbandingan dan Analisis,,,
jenis-jenis sensus penduduk,concept,Jenis-jenis Sensus Penduduk,,,
analisis data demografi,concept,Analisis Data Demografi,,,
toponimi dan sumber,topic_coarse,Toponimi dan Sumber,,,
kredibilitas sumber penelusuran toponimi,topic_fine,Kredibilitas Sumber Penelusuran Toponimi,,,
kredibilitas sumber,concept,Kredibilitas Sumber,C2-Memahami,2.0,1.0
aspek sejarah,concept,Aspek sejarah,C2-Memahami,2.0,3.0
aspek simbolis,concept,Aspek Simbolis,C2-Memahami,2.0,2.0
q_55e8ad9c50,question,"Mengapa saat melakukan penelusuran toponimi melalui internet, kita harus memperhatikan kredibilitas sumber?",C2-Memahami,2.0,
analisis kritis,method,Analisis Kritis,,,
analisis makna toponim,concept,Analisis Makna Toponim,,,
studi folklor lokal,concept,Studi Folklor Lokal,,,
interaksi manusia dan alam,topic_coarse,Interaksi manusia dan alam,C2-Memahami,2.0,1.0
dampak interaksi manusia dan alam,topic_fine,Dampak Interaksi Manusia dan Alam,,,
dampak positif,concept,Dampak Positif,C5-Mengevaluasi,5.0,3.0
dampak negatif,concept,Dampak Negatif,C5-Mengevaluasi,5.0,3.0
q_d12e4d2832,question,"Mengapa interaksi antara manusia dan alam dapat dikatakan memiliki dua sisi, yaitu positif dan negatif?",C2-Memahami,2.0,
lingkungan sekitar,concept,Lingkungan sekitar,,,
interaksi manusia dengan alam,concept,Interaksi manusia dengan alam,C3-Menerapkan,3.0,1.0
dampak perubahan lingkungan,concept,Dampak perubahan lingkungan,,,
konservasi lingkungan,concept,Konservasi Lingkungan,,,
definisi angkatan kerja,topic_fine,Definisi Angkatan Kerja,C2-Memahami,2.0,1.0
usia kerja (15-64 tahun),concept,Usia Kerja (15-64 tahun),C2-Memahami,2.0,1.0
angkatan kerja (bekerja atau mencari kerja),concept,Angkatan Kerja (Bekerja atau mencari kerja),C2-Memahami,2.0,1.0
q_2c2bac195f,question,"Jelaskan apa yang dimaksud dengan ""Angkatan Kerja""! ",C2-Memahami,2.0,
definisi ketenagakerjaan,concept,Definisi Ketenagakerjaan,C2-Memahami,2.0,2.0
bukan angkatan kerja,concept,Bukan Angkatan Kerja,C2-Memahami,2.0,2.0
kebijakan bea masuk,topic_fine,Kebijakan Bea Masuk,C2-Memahami,2.0,1.0
bea masuk,concept,Bea Masuk,C6-Mencipta,5.0,3.0
keuntungan perdagangan,concept,Keuntungan Perdagangan,C2-Memahami,2.0,1.0
kebijakan perdagangan,concept,Kebijakan Perdagangan,C2-Memahami,2.0,1.0
q_2e24ff074d,question,Pemerintah Indonesia mengenakan bea masuk yang tinggi untuk mobil mewah yang didatangkan dari Eropa. Manfaat perdagangan,C2-Memahami,2.0,
definisi perdagangan internasional,concept,Definisi Perdagangan Internasional,,,
jenis-jenis kebijakan perdagangan,concept,Jenis-jenis Kebijakan Perdagangan,,,
dampak perdagangan internasional,concept,Dampak perdagangan internasional,,,
faktor pendorong perdagangan,topic_fine,Faktor Pendorong Perdagangan,,,
era globalisasi,concept,Era Globalisasi,C4-Menganalisis,4.0,2.0
perbedaan sumber daya,concept,Perbedaan Sumber Daya,C6-Mencipta,5.0,4.0
perbedaan teknologi,concept,Perbedaan Teknologi,C5-Mengevaluasi,5.0,4.0
q_1113cbc3b3,question,Mengapa era globalisasi dianggap sebagai faktor pendorong perdagangan internasional?,C2-Memahami,2.0,
ekologi lingkungan,topic_coarse,Ekologi Lingkungan,,,
sumber energi dalam lingkungan abiotik,topic_fine,Sumber Energi dalam Lingkungan Abiotik,,,
cahaya matahari,concept,Cahaya matahari,C2-Memahami,2.0,1.0
sumber energi utama,concept,Sumber energi utama,C2-Memahami,2.0,1.0
lingkungan abiotik,concept,Lingkungan Abiotik,C4-Menganalisis,4.0,2.0
q_b7e831475d,question,Mengapa cahaya matahari dianggap sebagai sumber energi utama dalam lingkungan abiotik?,C2-Memahami,2.0,
komponen biotik dan abiotik,concept,Komponen Biotik dan Abiotik,,,
interaksi komponen ekosistem,concept,Interaksi komponen ekosistem,,,
peran energi dalam ekosistem,concept,Peran energi dalam ekosistem,,,
revolusi industri dan masyarakat,topic_coarse,Revolusi Industri dan Masyarakat,,,
kolaborasi teknologi dan ekonomi,topic_fine,Kolaborasi Teknologi dan Ekonomi,,,
tujuan kolaborasi teknologi dan ekonomi,concept,Tujuan kolaborasi teknologi dan ekonomi,C2-Memahami,2.0,1.0
q_644d1026e7,question,Uraikan tujuan utama dari kolaborasi antara bidang teknologi dan ekonomi dalam Revolusi Industri 4.0 dan Society 5.0!,C2-Memahami,2.0,
implementasi teknologi dalam pembangunan,concept,Implementasi teknologi dalam pembangunan,,,
dampak sosial ekonomi revolusi industri,concept,Dampak sosial ekonomi Revolusi Industri,,,
peta,concept,PETA,C2-Memahami,2.0,1.0
heiho,concept,Heiho,C2-Memahami,2.0,1.0
q_c5afbca74d,question,Jelaskan tujuan utama Jepang membentuk organisasi PETA dan Heiho.,C2-Memahami,2.0,
organisasi politik masa pendudukan jepang,concept,Organisasi Politik Masa Pendudukan Jepang,,,
tingkatan norma dalam tradisi,topic_fine,Tingkatan Norma dalam Tradisi,,,
