source,target,relation,weight
sungai dan laut,lapisan air bumi,peer,1
definisi geografi,lapisan air bumi,prerequisite,1
definisi geografi,sungai dan laut,prerequisite,1
definisi geografi,pendekatan lingkungan,prerequisite,1
definisi geografi,ekologi geografi,prerequisite,1
definisi geografi,interaksi manusia dan alam,prerequisite,1
definisi geografi,pendekatan kewilayahan,prerequisite,1
definisi geografi,komprehensivitas studi geografi,prerequisite,1
definisi geografi,objek kajian geografi,prerequisite,1
struktur dan komposisi atmosfer,asal kata atmosfer,has_concept,1
struktur dan komposisi atmosfer,arti 'atmos' dalam bahasa yunani,has_concept,1
struktur dan komposisi atmosfer,atmosfer,has_concept,2
struktur dan komposisi atmosfer,fenomena cuaca,has_concept,1
struktur dan komposisi atmosfer,lapisan atmosfer,has_concept,2
struktur dan komposisi atmosfer,fenomena bintang jatuh,has_concept,1
asal kata atmosfer,q_2a4c8d16d4,has_question,1
asal kata atmosfer,komposisi utama atmosfer,successor,1
asal kata atmosfer,arti 'atmos' dalam bahasa yunani,peer,1
arti 'atmos' dalam bahasa yunani,q_2a4c8d16d4,has_question,1
arti 'atmos' dalam bahasa yunani,komposisi utama atmosfer,successor,1
arti 'atmos' dalam bahasa yunani,asal kata atmosfer,peer,1
komposisi dan sifat atmosfer,atmosfer,has_concept,1
komposisi dan sifat atmosfer,gas nitrogen,has_concept,1
komposisi dan sifat atmosfer,gas oksigen,has_concept,1
gas nitrogen,q_952c661c73,has_question,1
gas nitrogen,fungsi atmosfer,successor,1
gas nitrogen,atmosfer,peer,1
gas nitrogen,gas oksigen,peer,1
gas oksigen,q_952c661c73,has_question,1
gas oksigen,fungsi atmosfer,successor,1
gas oksigen,atmosfer,peer,1
gas oksigen,gas nitrogen,peer,1
definisi atmosfer,atmosfer,prerequisite,4
definisi atmosfer,gas nitrogen,prerequisite,1
definisi atmosfer,gas oksigen,prerequisite,1
definisi atmosfer,fenomena cuaca,prerequisite,1
definisi atmosfer,lapisan atmosfer,prerequisite,2
definisi atmosfer,fenomena bintang jatuh,prerequisite,1
definisi atmosfer,sifat-sifat atmosfer,prerequisite,1
definisi atmosfer,dampak atmosfer terhadap kehidupan,prerequisite,1
definisi atmosfer,massa atmosfer,prerequisite,1
definisi atmosfer,dinamika atmosfer,prerequisite,1
definisi atmosfer,peran atmosfer bagi kehidupan,prerequisite,1
definisi atmosfer,komposisi atmosfer,prerequisite,2
definisi atmosfer,dampak ketiadaan atmosfer,prerequisite,1
definisi atmosfer,peran vital atmosfer,prerequisite,1
fungsi atmosfer,perlindungan radiasi atmosfer,prerequisite,1
fungsi atmosfer,penyediaan oksigen,prerequisite,1
fungsi atmosfer,prioritas fungsi atmosfer,prerequisite,1
fungsi atmosfer,q_53c58ff54a,has_question,1
fungsi atmosfer,lapisan-lapisan atmosfer,prerequisite,2
fungsi atmosfer,representasi visual ilmiah,prerequisite,2
fungsi atmosfer,dampak perubahan iklim pada atmosfer,successor,1
konsep dasar budaya dan masyarakat,budaya,has_concept,1
konsep dasar budaya dan masyarakat,masyarakat,has_concept,1
konsep dasar budaya dan masyarakat,rumah adat,has_concept,1
budaya,q_c655d51dfb,has_question,1
budaya,keragaman sosial budaya,successor,3
budaya,masyarakat,peer,1
budaya,rumah adat,peer,2
budaya,etnosentrisme,prerequisite,1
budaya,q_fae9f0d4d5,has_question,1
budaya,adat istiadat,peer,1
budaya,masyarakat pesisir,peer,1
budaya,q_da7cf6843e,has_question,1
budaya,adaptasi budaya terhadap iklim,successor,1
budaya,perbedaan suhu,peer,1
budaya,daerah pegunungan,peer,1
budaya,daerah pesisir,peer,1
budaya,q_dcdd6c5750,has_question,1
budaya,analisis dampak perubahan iklim terhadap budaya,successor,1
budaya,adaptasi lingkungan,peer,1
budaya,arsitektur tradisional,peer,1
budaya,q_8c9e3d037c,has_question,1
budaya,dampak globalisasi terhadap budaya,successor,1
budaya,pembangunan modern,peer,1
budaya,pelestarian budaya,peer,1
budaya,q_4fcd142932,has_question,1
budaya,perancangan solusi berkelanjutan,successor,1
budaya,adaptasi iklim,peer,1
budaya,aturan adat,peer,1
budaya,arsitektur modern,peer,1
budaya,q_e5eb2f816e,has_question,1
budaya,dampak globalisasi terhadap budaya lokal,successor,1
budaya,adaptasi budaya,peer,1
budaya,interaksi antarbudaya,peer,1
masyarakat,q_c655d51dfb,has_question,1
masyarakat,keragaman sosial budaya,successor,1
masyarakat,budaya,peer,1
masyarakat,rumah adat,peer,1
rumah adat,q_c655d51dfb,has_question,1
rumah adat,keragaman sosial budaya,successor,1
rumah adat,budaya,peer,2
rumah adat,masyarakat,peer,1
rumah adat,q_8c9e3d037c,has_question,1
rumah adat,dampak globalisasi terhadap budaya,successor,1
rumah adat,pembangunan modern,peer,1
rumah adat,pelestarian budaya,peer,1
definisi budaya,budaya,prerequisite,3
definisi budaya,masyarakat,prerequisite,1
definisi budaya,rumah adat,prerequisite,1
definisi budaya,adat istiadat,prerequisite,1
definisi budaya,masyarakat pesisir,prerequisite,1
definisi budaya,perbedaan suhu,prerequisite,1
definisi budaya,daerah pegunungan,prerequisite,1
definisi budaya,daerah pesisir,prerequisite,1
definisi budaya,kearifan lokal,prerequisite,1
definisi budaya,rumah adat suku baduy,prerequisite,1
definisi budaya,sistem budaya,prerequisite,1
definisi budaya,hubungan alam dan budaya,prerequisite,1
definisi budaya,keragaman budaya,prerequisite,1
definisi budaya,sisi positif budaya,prerequisite,1
definisi budaya,sisi negatif budaya,prerequisite,1
definisi budaya,kekuatan dan tantangan,prerequisite,1
keragaman sosial budaya,q_47c874e72a,has_question,1
keragaman sosial budaya,strategi pengelolaan konflik sosial,successor,1
keragaman sosial budaya,negara kepulauan,peer,1
keragaman sosial budaya,potensi konflik etnosentrisme,peer,1
keragaman sosial budaya,q_34e91fb821,has_question,1
keragaman sosial budaya,dampak perubahan iklim terhadap mata pencaharian,successor,1
keragaman sosial budaya,bioma,peer,1
keragaman sosial budaya,mata pencaharian,peer,1
keragaman sosial budaya,interaksi lingkungan,peer,1
keragaman sosial budaya,q_e5eb2f816e,has_question,1
keragaman sosial budaya,dampak globalisasi terhadap budaya lokal,successor,1
keragaman sosial budaya,budaya,peer,1
keragaman sosial budaya,adaptasi budaya,peer,1
keragaman sosial budaya,interaksi antarbudaya,peer,1
keruntuhan orde baru,tragedi trisakti,has_concept,2
keruntuhan orde baru,korban tewas,has_concept,1
keruntuhan orde baru,q_6014ea52d1,has_question,1
keruntuhan orde baru,reformasi indonesia,successor,1
keruntuhan orde baru,krisis moneter 1997,peer,2
keruntuhan orde baru,penurunan nilai tukar rupiah,peer,1
keruntuhan orde baru,kerusuhan mei 1998,has_concept,1
tragedi trisakti,q_2f00b7b197,has_question,1
tragedi trisakti,reformasi indonesia,successor,1
tragedi trisakti,korban tewas,peer,1
tragedi trisakti,q_83f0ef6f9e,has_question,1
tragedi trisakti,era reformasi indonesia,successor,1
tragedi trisakti,kerusuhan mei 1998,peer,1
tragedi trisakti,krisis moneter 1997,peer,2
tragedi trisakti,q_84af70f719,has_question,1
tragedi trisakti,proses reformasi indonesia,successor,1
tragedi trisakti,dinamika politik 1998,peer,1
korban tewas,q_2f00b7b197,has_question,1
korban tewas,reformasi indonesia,successor,1
korban tewas,tragedi trisakti,peer,1
krisis moneter 1997,tragedi trisakti,prerequisite,3
krisis moneter 1997,korban tewas,prerequisite,1
krisis moneter 1997,q_81895126fb,has_question,1
krisis moneter 1997,dampak krisis moneter terhadap politik indonesia,successor,1
krisis moneter 1997,jatuhnya nilai tukar rupiah,peer,1
krisis moneter 1997,dampak krisis ekonomi,peer,1
krisis moneter 1997,q_34afff5ef5,has_question,1
krisis moneter 1997,era reformasi indonesia,successor,4
krisis moneter 1997,krisis politik 1998,peer,2
krisis moneter 1997,dampak imf,peer,1
krisis moneter 1997,gerakan mahasiswa,peer,2
krisis moneter 1997,kabinet pembangunan vii,prerequisite,1
krisis moneter 1997,"korupsi, kolusi, nepotisme (kkn)",prerequisite,1
krisis moneter 1997,q_12b12aa918,has_question,1
krisis moneter 1997,reformasi 1998,peer,1
krisis moneter 1997,q_3719e8087b,has_question,1
krisis moneter 1997,penggantian presiden soeharto,prerequisite,2
krisis moneter 1997,b.j. habibie,prerequisite,2
krisis moneter 1997,q_6014ea52d1,has_question,1
krisis moneter 1997,reformasi indonesia,successor,1
krisis moneter 1997,penurunan nilai tukar rupiah,peer,1
krisis moneter 1997,keruntuhan orde baru,peer,1
krisis moneter 1997,q_a7d9e71f65,has_question,1
krisis moneter 1997,reformasi ekonomi indonesia pasca-1998,successor,1
krisis moneter 1997,letter of intent (loi),peer,1
krisis moneter 1997,pencabutan subsidi,peer,1
krisis moneter 1997,dampak kebijakan imf,peer,1
krisis moneter 1997,q_83f0ef6f9e,has_question,1
krisis moneter 1997,kerusuhan mei 1998,peer,1
krisis moneter 1997,q_84af70f719,has_question,1
krisis moneter 1997,proses reformasi indonesia,successor,1
krisis moneter 1997,dinamika politik 1998,peer,1
reformasi indonesia,q_ebb6674fe3,has_question,1
reformasi indonesia,regulasi konten digital,successor,1
reformasi indonesia,kebebasan berekspresi,peer,1
reformasi indonesia,informasi hoaks,peer,1
reformasi indonesia,peran pers,peer,1
reformasi indonesia,q_9137b7754f,has_question,1
reformasi indonesia,dampak kebebasan pers terhadap demokrasi,successor,1
reformasi indonesia,kebebasan politik,peer,1
reformasi indonesia,kebebasan pers,peer,2
reformasi indonesia,pengaruh uu pers,peer,1
reformasi indonesia,q_a655432138,has_question,1
reformasi indonesia,pengawasan media digital,successor,1
reformasi indonesia,regulasi pers kontemporer,successor,1
reformasi indonesia,pilar keempat demokrasi,peer,1
reformasi indonesia,fungsi pers,peer,1
peristiwa pasca proklamasi kemerdekaan,jenderal inggris di surabaya,has_concept,1
peristiwa pasca proklamasi kemerdekaan,peristiwa surabaya,has_concept,1
jenderal inggris di surabaya,q_d5d4376ad8,has_question,1
jenderal inggris di surabaya,pertempuran surabaya,successor,1
jenderal inggris di surabaya,peristiwa surabaya,peer,1
peristiwa surabaya,q_d5d4376ad8,has_question,1
peristiwa surabaya,pertempuran surabaya,successor,1
peristiwa surabaya,jenderal inggris di surabaya,peer,1
proklamasi kemerdekaan indonesia,jenderal inggris di surabaya,prerequisite,1
proklamasi kemerdekaan indonesia,peristiwa surabaya,prerequisite,1
proklamasi kemerdekaan indonesia,jenderal jepang,has_concept,1
proklamasi kemerdekaan indonesia,ppki,has_concept,2
proklamasi kemerdekaan indonesia,kekuasaan jepang,has_concept,1
proklamasi kemerdekaan indonesia,proklamasi kemerdekaan,has_concept,1
proklamasi kemerdekaan indonesia,pengetik naskah proklamasi,has_concept,1
proklamasi kemerdekaan indonesia,q_8df9f11779,has_question,1
proklamasi kemerdekaan indonesia,dampak perang dunia ii terhadap dekolonisasi,successor,1
proklamasi kemerdekaan indonesia,kekalahan jepang dalam pd ii,peer,1
proklamasi kemerdekaan indonesia,hubungan sebab-akibat sejarah,peer,1
proklamasi kemerdekaan indonesia,knip,prerequisite,1
proklamasi kemerdekaan indonesia,sidang ppki i,prerequisite,1
proklamasi kemerdekaan indonesia,tujuan pembentukan knip,prerequisite,1
proklamasi kemerdekaan indonesia,afnei,prerequisite,1
proklamasi kemerdekaan indonesia,tujuan kedatangan afnei,prerequisite,1
proklamasi kemerdekaan indonesia,pelucutan tentara jepang,prerequisite,1
proklamasi kemerdekaan indonesia,pembebasan tawanan perang,prerequisite,1
proklamasi kemerdekaan indonesia,janji kemerdekaan jepang,has_concept,1
proklamasi kemerdekaan indonesia,perang dunia ii,has_concept,1
proklamasi kemerdekaan indonesia,pertempuran melawan sekutu,prerequisite,1
proklamasi kemerdekaan indonesia,peran kolonel soedirman,prerequisite,1
proklamasi kemerdekaan indonesia,vacuum of power,prerequisite,2
proklamasi kemerdekaan indonesia,taktik bumi hangus,prerequisite,1
proklamasi kemerdekaan indonesia,keuntungan taktik bumi hangus,prerequisite,1
proklamasi kemerdekaan indonesia,kerugian taktik bumi hangus,prerequisite,1
proklamasi kemerdekaan indonesia,perintah sekutu,prerequisite,1
proklamasi kemerdekaan indonesia,status quo,prerequisite,1
proklamasi kemerdekaan indonesia,kekalahan jepang,prerequisite,1
proklamasi kemerdekaan indonesia,q_2e8a5374bf,has_question,1
proklamasi kemerdekaan indonesia,analisis dampak kebijakan global,successor,1
proklamasi kemerdekaan indonesia,keterkaitan sejarah regional dan global,peer,1
proklamasi kemerdekaan indonesia,dampak peristiwa global,peer,1
komposisi dan fungsi atmosfer,unsur pembentuk iklim,has_concept,1
komposisi dan fungsi atmosfer,unsur pembentuk cuaca,has_concept,1
unsur pembentuk iklim,q_366f206f32,has_question,1
unsur pembentuk iklim,perbedaan iklim dan cuaca,successor,1
unsur pembentuk iklim,unsur pembentuk cuaca,peer,1
unsur pembentuk cuaca,q_366f206f32,has_question,1
unsur pembentuk cuaca,perbedaan iklim dan cuaca,successor,1
unsur pembentuk cuaca,unsur pembentuk iklim,peer,1
perbedaan iklim dan cuaca,q_7983855a9b,has_question,1
perbedaan iklim dan cuaca,dampak perubahan iklim,successor,1
perbedaan iklim dan cuaca,definisi iklim,peer,1
perbedaan iklim dan cuaca,iklim,has_concept,1
perbedaan iklim dan cuaca,cuaca,has_concept,1
perbedaan iklim dan cuaca,durasi waktu,has_concept,1
perbedaan iklim dan cuaca,cakupan wilayah,has_concept,1
perbedaan iklim dan cuaca,q_aa88b0f846,has_question,1
perbedaan iklim dan cuaca,analisis dampak perubahan iklim,successor,1
perbedaan iklim dan cuaca,definisi perubahan iklim,peer,1
perbedaan iklim dan cuaca,evaluasi informasi ilmiah,peer,1
sosiologi dan perubahan,dampak globalisasi dan transformasi sosial,has_subtopic,1
sosiologi dan perubahan,dampak transformasi sosial,has_subtopic,1
sosiologi dan perubahan,dampak transformasi sosial cepat,has_subtopic,1
dampak globalisasi dan transformasi sosial,transformasi sosial,has_concept,1
dampak globalisasi dan transformasi sosial,peristiwa historis,has_concept,1
dampak globalisasi dan transformasi sosial,dampak globalisasi,has_concept,1
transformasi sosial,q_4a9a91785a,has_question,1
transformasi sosial,analisis dampak sosial,successor,1
transformasi sosial,peristiwa historis,peer,1
transformasi sosial,dampak globalisasi,peer,1
transformasi sosial,q_ae5cdc8448,has_question,1
transformasi sosial,dampak negatif globalisasi,successor,1
transformasi sosial,perubahan sosial,peer,1
transformasi sosial,masalah sosial,peer,2
transformasi sosial,q_30f39e6d91,has_question,1
transformasi sosial,dampak ketidakstabilan politik,successor,1
transformasi sosial,perang dingin,peer,1
transformasi sosial,persaingan dagang,peer,1
transformasi sosial,q_00d3fee831,has_question,1
transformasi sosial,solusi ketimpangan digital,successor,1
transformasi sosial,kelompok rentan,peer,1
transformasi sosial,kebijakan digital,peer,1
transformasi sosial,keadilan sosial,peer,1
transformasi sosial,q_f04b79dfb3,has_question,1
transformasi sosial,analisis dampak sosial lanjutan,successor,1
transformasi sosial,dampak sosial,peer,1
transformasi sosial,perubahan kota,peer,1
transformasi sosial,universitas internasional,peer,1
peristiwa historis,q_4a9a91785a,has_question,1
peristiwa historis,analisis dampak sosial,successor,1
peristiwa historis,transformasi sosial,peer,1
peristiwa historis,dampak globalisasi,peer,1
dampak globalisasi,q_4a9a91785a,has_question,1
dampak globalisasi,analisis dampak sosial,successor,1
dampak globalisasi,transformasi sosial,peer,2
dampak globalisasi,peristiwa historis,peer,1
dampak globalisasi,masalah sosial era digital,has_subtopic,1
dampak globalisasi,kelompok rentan,prerequisite,1
dampak globalisasi,kebijakan digital,prerequisite,1
dampak globalisasi,keadilan sosial,prerequisite,1
konsep perubahan sosial,transformasi sosial,prerequisite,4
konsep perubahan sosial,peristiwa historis,prerequisite,1
konsep perubahan sosial,dampak globalisasi,prerequisite,1
konsep perubahan sosial,perubahan sosial,has_concept,4
konsep perubahan sosial,cakupan kecil,has_concept,1
konsep perubahan sosial,dampak positif,prerequisite,1
konsep perubahan sosial,pola pikir masyarakat berkembang,prerequisite,1
konsep perubahan sosial,perubahan sosial cepat,prerequisite,1
konsep perubahan sosial,permasalahan sosial,prerequisite,2
konsep perubahan sosial,konflik sosial,prerequisite,1
konsep perubahan sosial,hubungan sebab-akibat,prerequisite,1
konsep perubahan sosial,masalah sosial,prerequisite,2
konsep perubahan sosial,teori evolusionis,prerequisite,1
konsep perubahan sosial,teori konflik,prerequisite,1
konsep perubahan sosial,asumsi dasar masyarakat,prerequisite,1
konsep perubahan sosial,perang dingin,prerequisite,1
konsep perubahan sosial,persaingan dagang,prerequisite,1
konsep perubahan sosial,mobilitas sosial,prerequisite,1
konsep perubahan sosial,dampak positif perubahan sosial,prerequisite,1
konsep perubahan sosial,kebijakan kepemimpinan,prerequisite,1
konsep perubahan sosial,perubahan kecil,has_concept,1
konsep perubahan sosial,efektivitas contoh,has_concept,1
konsep perubahan sosial,dampak terbatas,has_concept,1
konsep perubahan sosial,dampak sosial,prerequisite,1
konsep perubahan sosial,perubahan kota,prerequisite,1
konsep perubahan sosial,universitas internasional,prerequisite,1
keuangan daerah,anggaran pendapatan belanja daerah,has_subtopic,1
keuangan daerah,komponen anggaran pendapatan daerah,has_subtopic,1
keuangan daerah,komponen pendapatan daerah,has_subtopic,2
keuangan daerah,klasifikasi belanja daerah,has_subtopic,1
keuangan daerah,pengelolaan anggaran pendapatan daerah,has_subtopic,1
keuangan daerah,struktur pendapatan anggaran daerah,has_subtopic,1
keuangan daerah,peningkatan pendapatan asli daerah,has_subtopic,1
